Text filter;Country;Place;Date;Retweet count;Reply count;Favorites;Timestamp
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:02;957;173;366;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:10;957;173;366;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:10;933;169;358;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:10;9306;1565;3149;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:10;99;30;80;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:11;957;173;366;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:11;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:11;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:11;951;172;364;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:11;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:12;9;15;50;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:12;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:12;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:12;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:12;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:12;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:12;933;169;358;No
Andrés Arauz;Ecuador;Cañar;01/01/2021 16:12;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:12;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:13;957;173;366;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:13;951;172;364;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:13;786;145;309;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:14;9060;1524;3067;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:14;4959;840;1700;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:14;501;97;214;No
Lucio Guitérrez;Ecuador;Guayas;01/01/2021 16:14;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:14;906;165;349;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:15;9;15;50;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:15;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:15;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:15;9;15;50;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:16;933;169;358;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 16:16;90;29;77;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:16;9555;1606;3232;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:17;9555;1606;3232;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:17;90;29;77;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:18;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:18;9555;1606;3232;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:18;933;169;358;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 16:18;957;173;366;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:19;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:19;906;165;349;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:19;957;173;366;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 16:20;2262;391;801;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:20;933;169;358;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 16:20;9060;1524;3067;No
Andrés Arauz;Ecuador;Morona Santiago;01/01/2021 16:20;24;18;55;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:20;2262;391;801;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 16:20;9;15;50;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:20;24;18;55;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:21;957;173;366;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 16:21;228;52;123;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:21;33;19;58;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 16:21;90;29;77;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:22;9555;1606;3232;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:23;10062;1691;3401;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 16:23;9306;1565;3149;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:23;951;172;364;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:23;864;158;335;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:24;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:24;96;30;79;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 16:24;99;30;80;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:24;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:25;84;28;75;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 16:25;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:25;957;173;366;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:25;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:26;954;173;365;Yes
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:26;954;173;365;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:26;957;173;366;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 16:26;9057;1523;3066;No
Guillermo Lasso;Ecuador;Sucumbios;01/01/2021 16:26;1611;282;584;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:26;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:26;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:27;93;29;78;No
Andrés Arauz;Ecuador;Sucumbios;01/01/2021 16:27;870;159;337;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:27;9555;1606;3232;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 16:28;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:28;9507;1598;3216;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:28;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:28;93;29;78;No
Lucio Guitérrez;Ecuador;Guayas;01/01/2021 16:29;954;173;365;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:29;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:30;9;15;50;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:30;90;29;77;No
Andrés Arauz;Ecuador;El Oro;01/01/2021 16:30;954;173;365;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:30;906;165;349;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:30;864;158;335;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:31;906;165;349;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:31;9;15;50;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:31;339;70;160;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 16:31;93;29;78;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 16:31;93;29;78;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 16:32;93;29;78;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:32;90;29;77;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:32;9;15;50;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:32;957;173;366;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:32;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:32;9;15;50;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:32;3855;656;1332;No
Guillermo Lasso;Ecuador;Loja;01/01/2021 16:33;930;169;357;No
Xavier Hervas;Ecuador;Guayas;01/01/2021 16:33;1002;181;381;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:33;864;158;335;No
Xavier Hervas;Ecuador;Guayas;01/01/2021 16:33;96;30;79;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:33;9306;1565;3149;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:33;54;23;65;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:33;957;173;366;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:33;9;15;50;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 16:33;951;172;364;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:33;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:34;9507;1598;3216;No
Lucio Guitérrez;Ecuador;Azuay;01/01/2021 16:34;9555;1606;3232;No
Andrés Arauz;Ecuador;Manabí;01/01/2021 16:34;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:34;9;15;50;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 16:34;9;15;50;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:34;10062;1691;3401;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:36;0;14;47;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:36;90;29;77;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:36;93;29;78;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 16:36;954;173;365;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:37;933;169;358;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:37;540;104;227;Yes
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:37;906;165;349;No
Guillermo Lasso;Ecuador;Loja;01/01/2021 16:37;9306;1565;3149;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 16:38;864;158;335;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:38;99;30;80;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:38;87;28;76;Yes
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:38;957;173;366;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:38;0;14;47;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:38;2262;391;801;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 16:39;10005;1681;3382;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:39;933;169;358;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:39;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:39;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:39;96;30;79;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:40;9555;1606;3232;No
Guillermo Lasso;Ecuador;Santa Elena;01/01/2021 16:40;2262;391;801;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 16:40;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:40;93;29;78;No
Guillermo Lasso;Ecuador; Chimborazo;01/01/2021 16:40;951;172;364;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:41;786;145;309;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:41;93;29;78;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 16:41;957;173;366;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:42;933;169;358;No
Guillermo Lasso;Ecuador;Cañar;01/01/2021 16:42;8511;1432;2884;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:42;99;30;80;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:42;540;104;227;No
Andrés Arauz;Ecuador;Sucumbios;01/01/2021 16:42;864;158;335;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:43;933;169;358;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:43;954;173;365;No
Guillermo Lasso;Ecuador;Sucumbios;01/01/2021 16:43;864;158;335;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:44;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:44;90;29;77;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:44;228;52;123;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:44;906;165;349;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 16:45;954;173;365;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:45;9;15;50;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:45;96;30;79;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:46;957;173;366;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:46;495;96;212;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:46;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:46;9;15;50;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:46;51;22;64;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:47;10062;1691;3401;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:47;9060;1524;3067;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:48;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:49;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:49;96;30;79;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:49;906;165;349;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:50;933;169;358;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:50;96;30;79;No
Yaku Pérez;Ecuador;Manabí;01/01/2021 16:50;42;21;61;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 16:50;954;173;365;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:50;10005;1681;3382;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 16:51;90;29;77;No
Lucio Guitérrez;Ecuador;Azuay;01/01/2021 16:51;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:52;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:52;225;51;122;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 16:52;957;173;366;No
Andrés Arauz;Ecuador;Sucumbios;01/01/2021 16:52;537;103;226;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 16:52;36;20;59;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 16:53;99;30;80;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:53;933;169;358;Yes
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:53;9555;1606;3232;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:53;954;173;365;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 16:53;957;173;366;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:53;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:54;9;15;50;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:54;84;28;75;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 16:54;96;30;79;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:55;9;15;50;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 16:55;9;15;50;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 16:55;1002;181;381;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:56;957;173;366;No
Lucio Guitérrez;Ecuador;Los Ríos;01/01/2021 16:56;90;29;77;No
Yaku Pérez;Ecuador;Morona Santiago;01/01/2021 16:57;3;14;48;No
Lucio Guitérrez;Ecuador;Pichincha;01/01/2021 16:57;9;15;50;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 16:57;24;18;55;No
Andrés Arauz;Ecuador;Morona Santiago;01/01/2021 16:57;96;30;79;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 16:57;954;173;365;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:57;957;173;366;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 16:57;339;70;160;Yes
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:57;96;30;79;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 16:57;9;15;50;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 16:57;906;165;349;Yes
Andrés Arauz;Ecuador;Pichincha;01/01/2021 16:58;960;174;367;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 16:58;93;29;78;No
Lucio Guitérrez;Ecuador;Pichincha;01/01/2021 16:58;906;165;349;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 16:58;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 16:59;957;173;366;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 16:59;954;173;365;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:00;957;173;366;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 17:00;9306;1565;3149;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 17:00;9060;1524;3067;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:00;10005;1681;3382;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 17:01;954;173;365;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 17:01;9207;1548;3116;Yes
Xavier Hervas;Ecuador;Guayas;01/01/2021 17:01;96;30;79;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:01;93;29;78;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:01;9;15;50;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:02;9060;1524;3067;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:02;957;173;366;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 17:02;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:02;9;15;50;Yes
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:02;906;165;349;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 17:02;951;172;364;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:02;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:02;9;15;50;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 17:02;906;165;349;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:02;930;169;357;Yes
Guillermo Lasso;Ecuador;Loja;01/01/2021 17:02;9057;1523;3066;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:02;54;23;65;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 17:02;96;30;79;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:02;84;28;75;No
Lucio Guitérrez;Ecuador;Loja;01/01/2021 17:02;930;169;357;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:02;10062;1691;3401;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:06;957;173;366;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 17:06;9060;1524;3067;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:06;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:02;225;51;122;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:02;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:02;957;173;366;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:08;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:08;957;173;366;Yes
Lucio Guitérrez;Ecuador;Guayas;01/01/2021 17:02;96;30;79;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:02;9;15;50;No
Yaku Pérez;Ecuador; Chimborazo;01/01/2021 17:02;9507;1598;3216;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 17:11;786;145;309;No
Lucio Guitérrez;Ecuador;Azuay;01/01/2021 17:11;957;173;366;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:12;10005;1681;3382;No
Guillermo Lasso;Ecuador;Carchi;01/01/2021 17:13;405;81;182;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:13;9060;1524;3067;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:13;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:13;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 17:15;9;15;50;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:15;93;29;78;Yes
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:15;9555;1606;3232;No
Lucio Guitérrez;Ecuador;Pichincha;01/01/2021 17:15;933;169;358;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 17:16;657;123;266;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:16;10857;1823;3666;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 17:16;84;28;75;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:16;90;29;77;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:16;933;169;358;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:17;3411;582;1184;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:18;90;29;77;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:18;906;165;349;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:19;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:19;906;165;349;Yes
Xavier Hervas;Ecuador;Azuay;01/01/2021 17:19;90;29;77;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 17:19;9060;1524;3067;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 17:20;864;158;335;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:20;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:21;930;169;357;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:21;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:23;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:23;24;18;55;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:23;90;29;77;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:23;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:24;84;28;75;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:24;84;28;75;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 17:24;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:25;93;29;78;Yes
Lucio Guitérrez;Ecuador;Galapagos;01/01/2021 17:26;3;14;48;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:26;93;29;78;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 17:26;366;75;169;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:26;351;72;164;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:26;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 17:27;9;15;50;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:27;957;173;366;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 17:28;96;30;79;No
Andrés Arauz;Ecuador;El Oro;01/01/2021 17:28;954;173;365;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:28;33;19;58;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:29;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:30;432;86;191;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 17:31;96;30;79;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 17:31;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:31;957;173;366;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:32;93;29;78;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 17:32;10059;1690;3400;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 17:33;933;169;358;No
Yaku Pérez;Ecuador;Orellana;01/01/2021 17:33;942;171;361;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 17:33;3;14;48;No
Andrés Arauz;Ecuador;Cañar;01/01/2021 17:34;8511;1432;2884;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:34;933;169;358;No
Andrés Arauz;Ecuador;El Oro;01/01/2021 17:34;9306;1565;3149;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:34;96;30;79;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:35;93;29;78;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 17:35;48;22;63;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:35;987;178;376;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 17:36;96;30;79;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 17:36;93;29;78;No
Andrés Arauz;Ecuador;El Oro;01/01/2021 17:36;9306;1565;3149;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:37;930;169;357;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 17:37;93;29;78;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 17:37;9306;1565;3149;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:37;933;169;358;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 17:38;90;29;77;No
Andrés Arauz;Ecuador;Loja;01/01/2021 17:38;90;29;77;No
Guillermo Lasso;Ecuador;Pastaza;01/01/2021 17:38;495;96;212;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:38;7854;1323;2665;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 17:38;906;165;349;No
Yaku Pérez;Ecuador;Pastaza;01/01/2021 17:38;495;96;212;Yes
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:38;957;173;366;No
Xavier Hervas;Ecuador;Guayas;01/01/2021 17:38;9555;1606;3232;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 17:38;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:39;1005;181;382;No
Guillermo Lasso;Ecuador;Cañar;01/01/2021 17:39;906;165;349;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:39;495;96;212;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:40;0;14;47;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 17:41;954;173;365;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 17:41;954;173;365;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 17:41;9060;1524;3067;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 17:42;90;29;77;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:43;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:43;3456;590;1199;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 17:43;954;173;365;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 17:43;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 17:43;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:44;9507;1598;3216;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 17:44;9060;1524;3067;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 17:44;954;173;365;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 17:45;9060;1524;3067;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 17:45;9;15;50;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 17:45;96;30;79;No
Lucio Guitérrez;Ecuador;Azuay;01/01/2021 17:45;957;173;366;No
